frame_id,positions,sizes,bounding_boxes,colors,distances,relationships
4902,"{'Player': (140, 34), 'Ball': (32, 67), 'Enemy': (16, 67)}","{'Player': (4, 5), 'Ball': (2, 4), 'Enemy': (4, 15)}","{'Player': (140, 34, 4, 5), 'Ball': (32, 67, 2, 4), 'Enemy': (16, 67, 4, 15)}","{'Player': (92, 186, 92), 'Ball': (236, 236, 236), 'Enemy': (213, 130, 74)}","{'Player_Ball': 112.92918134831227, 'Player_Enemy': 128.3160161476345, 'Ball_Enemy': 16.0}","{'Player_Ball': 'above', 'Player_Enemy': 'above', 'Ball_Enemy': 'right of'}"
4903,"{'Player': (140, 34), 'Ball': (31, 66), 'Enemy': (16, 65)}","{'Player': (4, 5), 'Ball': (2, 4), 'Enemy': (4, 15)}","{'Player': (140, 34, 4, 5), 'Ball': (31, 66, 2, 4), 'Enemy': (16, 65, 4, 15)}","{'Player': (92, 186, 92), 'Ball': (236, 236, 236), 'Enemy': (213, 130, 74)}","{'Player_Ball': 113.6001760562016, 'Player_Enemy': 127.81627439414747, 'Ball_Enemy': 15.033296378372908}","{'Player_Ball': 'above', 'Player_Enemy': 'above', 'Ball_Enemy': 'right of'}"
4904,"{'Player': (140, 34), 'Ball': (30, 65), 'Enemy': (16, 63)}","{'Player': (4, 5), 'Ball': (2, 4), 'Enemy': (4, 15)}","{'Player': (140, 34, 4, 5), 'Ball': (30, 65, 2, 4), 'Enemy': (16, 63, 4, 15)}","{'Player': (92, 186, 92), 'Ball': (236, 236, 236), 'Enemy': (213, 130, 74)}","{'Player_Ball': 114.28473213863697, 'Player_Enemy': 127.3459854098275, 'Ball_Enemy': 14.142135623730951}","{'Player_Ball': 'above', 'Player_Enemy': 'above', 'Ball_Enemy': 'right of'}"
4905,"{'Player': (140, 34), 'Ball': (29, 64), 'Enemy': (16, 63)}","{'Player': (4, 5), 'Ball': (2, 4), 'Enemy': (4, 15)}","{'Player': (140, 34, 4, 5), 'Ball': (29, 64, 2, 4), 'Enemy': (16, 63, 4, 15)}","{'Player': (92, 186, 92), 'Ball': (236, 236, 236), 'Enemy': (213, 130, 74)}","{'Player_Ball': 114.9826073804208, 'Player_Enemy': 127.3459854098275, 'Ball_Enemy': 13.038404810405298}","{'Player_Ball': 'above', 'Player_Enemy': 'above', 'Ball_Enemy': 'right of'}"
4906,"{'Player': (140, 34), 'Ball': (28, 63), 'Enemy': (16, 61)}","{'Player': (4, 5), 'Ball': (2, 4), 'Enemy': (4, 15)}","{'Player': (140, 34, 4, 5), 'Ball': (28, 63, 2, 4), 'Enemy': (16, 61, 4, 15)}","{'Player': (92, 186, 92), 'Ball': (236, 236, 236), 'Enemy': (213, 130, 74)}","{'Player_Ball': 115.69356075426151, 'Player_Enemy': 126.90547663517127, 'Ball_Enemy': 12.165525060596439}","{'Player_Ball': 'above', 'Player_Enemy': 'above', 'Ball_Enemy': 'right of'}"
4907,"{'Player': (140, 34), 'Ball': (27, 62), 'Enemy': (16, 61)}","{'Player': (4, 5), 'Ball': (2, 4), 'Enemy': (4, 15)}","{'Player': (140, 34, 4, 5), 'Ball': (27, 62, 2, 4), 'Enemy': (16, 61, 4, 15)}","{'Player': (92, 186, 92), 'Ball': (236, 236, 236), 'Enemy': (213, 130, 74)}","{'Player_Ball': 116.41735265844177, 'Player_Enemy': 126.90547663517127, 'Ball_Enemy': 11.045361017187261}","{'Player_Ball': 'above', 'Player_Enemy': 'above', 'Ball_Enemy': 'right of'}"
4908,"{'Player': (140, 34), 'Ball': (26, 61), 'Enemy': (16, 59)}","{'Player': (4, 5), 'Ball': (2, 4), 'Enemy': (4, 15)}","{'Player': (140, 34, 4, 5), 'Ball': (26, 61, 2, 4), 'Enemy': (16, 59, 4, 15)}","{'Player': (92, 186, 92), 'Ball': (236, 236, 236), 'Enemy': (213, 130, 74)}","{'Player_Ball': 117.15374513859982, 'Player_Enemy': 126.49505919204908, 'Ball_Enemy': 10.198039027185569}","{'Player_Ball': 'above', 'Player_Enemy': 'above', 'Ball_Enemy': 'right of'}"
4909,"{'Player': (140, 34), 'Ball': (25, 60), 'Enemy': (16, 59)}","{'Player': (4, 5), 'Ball': (2, 4), 'Enemy': (4, 15)}","{'Player': (140, 34, 4, 5), 'Ball': (25, 60, 2, 4), 'Enemy': (16, 59, 4, 15)}","{'Player': (92, 186, 92), 'Ball': (236, 236, 236), 'Enemy': (213, 130, 74)}","{'Player_Ball': 117.90250209389112, 'Player_Enemy': 126.49505919204908, 'Ball_Enemy': 9.055385138137417}","{'Player_Ball': 'above', 'Player_Enemy': 'above', 'Ball_Enemy': 'right of'}"
4910,"{'Player': (140, 34), 'Ball': (24, 59), 'Enemy': (16, 59)}","{'Player': (4, 5), 'Ball': (2, 4), 'Enemy': (4, 15)}","{'Player': (140, 34, 4, 5), 'Ball': (24, 59, 2, 4), 'Enemy': (16, 59, 4, 15)}","{'Player': (92, 186, 92), 'Ball': (236, 236, 236), 'Enemy': (213, 130, 74)}","{'Player_Ball': 118.66338946785567, 'Player_Enemy': 126.49505919204908, 'Ball_Enemy': 8.0}","{'Player_Ball': 'above', 'Player_Enemy': 'above', 'Ball_Enemy': 'right of'}"
4911,"{'Player': (140, 34), 'Ball': (23, 58), 'Enemy': (16, 57)}","{'Player': (4, 5), 'Ball': (2, 4), 'Enemy': (4, 15)}","{'Player': (140, 34, 4, 5), 'Ball': (23, 58, 2, 4), 'Enemy': (16, 57, 4, 15)}","{'Player': (92, 186, 92), 'Ball': (236, 236, 236), 'Enemy': (213, 130, 74)}","{'Player_Ball': 119.4361754243663, 'Player_Enemy': 126.11502686040232, 'Ball_Enemy': 7.0710678118654755}","{'Player_Ball': 'above', 'Player_Enemy': 'above', 'Ball_Enemy': 'right of'}"
4912,"{'Player': (140, 34), 'Ball': (22, 57), 'Enemy': (16, 55)}","{'Player': (4, 5), 'Ball': (2, 4), 'Enemy': (4, 15)}","{'Player': (140, 34, 4, 5), 'Ball': (22, 57, 2, 4), 'Enemy': (16, 55, 4, 15)}","{'Player': (92, 186, 92), 'Ball': (236, 236, 236), 'Enemy': (213, 130, 74)}","{'Player_Ball': 120.22063050907694, 'Player_Enemy': 125.76565508913791, 'Ball_Enemy': 6.324555320336759}","{'Player_Ball': 'above', 'Player_Enemy': 'above', 'Ball_Enemy': 'right of'}"
4913,"{'Player': (140, 34), 'Ball': (21, 56), 'Enemy': (16, 55)}","{'Player': (4, 5), 'Ball': (2, 4), 'Enemy': (4, 15)}","{'Player': (140, 34, 4, 5), 'Ball': (21, 56, 2, 4), 'Enemy': (16, 55, 4, 15)}","{'Player': (92, 186, 92), 'Ball': (236, 236, 236), 'Enemy': (213, 130, 74)}","{'Player_Ball': 121.01652779682617, 'Player_Enemy': 125.76565508913791, 'Ball_Enemy': 5.0990195135927845}","{'Player_Ball': 'above', 'Player_Enemy': 'above', 'Ball_Enemy': 'right of'}"
4914,"{'Player': (140, 34), 'Ball': (20, 55), 'Enemy': (16, 53)}","{'Player': (4, 5), 'Ball': (2, 4), 'Enemy': (4, 15)}","{'Player': (140, 34, 4, 5), 'Ball': (20, 55, 2, 4), 'Enemy': (16, 53, 4, 15)}","{'Player': (92, 186, 92), 'Ball': (236, 236, 236), 'Enemy': (213, 130, 74)}","{'Player_Ball': 121.82364302548172, 'Player_Enemy': 125.44720004846661, 'Ball_Enemy': 4.47213595499958}","{'Player_Ball': 'above', 'Player_Enemy': 'above', 'Ball_Enemy': 'right of'}"
4915,"{'Player': (140, 34), 'Ball': (19, 54), 'Enemy': (16, 53)}","{'Player': (4, 5), 'Ball': (2, 4), 'Enemy': (4, 15)}","{'Player': (140, 34, 4, 5), 'Ball': (19, 54, 2, 4), 'Enemy': (16, 53, 4, 15)}","{'Player': (92, 186, 92), 'Ball': (236, 236, 236), 'Enemy': (214, 137, 84)}","{'Player_Ball': 122.64175471673585, 'Player_Enemy': 125.44720004846661, 'Ball_Enemy': 3.1622776601683795}","{'Player_Ball': 'above', 'Player_Enemy': 'above', 'Ball_Enemy': 'overlapping'}"
4916,"{'Player': (140, 34), 'Ball': (20, 52), 'Enemy': (16, 51)}","{'Player': (4, 5), 'Ball': (2, 4), 'Enemy': (4, 15)}","{'Player': (140, 34, 4, 5), 'Ball': (20, 52, 2, 4), 'Enemy': (16, 51, 4, 15)}","{'Player': (92, 186, 92), 'Ball': (236, 236, 236), 'Enemy': (213, 130, 74)}","{'Player_Ball': 121.3424904969401, 'Player_Enemy': 125.15989773086265, 'Ball_Enemy': 4.123105625617661}","{'Player_Ball': 'above', 'Player_Enemy': 'above', 'Ball_Enemy': 'right of'}"
4917,"{'Player': (140, 34), 'Ball': (21, 50), 'Enemy': (16, 49)}","{'Player': (4, 5), 'Ball': (2, 4), 'Enemy': (4, 15)}","{'Player': (140, 34, 4, 5), 'Ball': (21, 50, 2, 4), 'Enemy': (16, 49, 4, 15)}","{'Player': (92, 186, 92), 'Ball': (236, 236, 236), 'Enemy': (213, 130, 74)}","{'Player_Ball': 120.07081243999309, 'Player_Enemy': 124.90396310766124, 'Ball_Enemy': 5.0990195135927845}","{'Player_Ball': 'above', 'Player_Enemy': 'above', 'Ball_Enemy': 'right of'}"
4918,"{'Player': (140, 34), 'Ball': (22, 48), 'Enemy': (16, 49)}","{'Player': (4, 5), 'Ball': (2, 4), 'Enemy': (4, 15)}","{'Player': (140, 34, 4, 5), 'Ball': (22, 48, 2, 4), 'Enemy': (16, 49, 4, 15)}","{'Player': (92, 186, 92), 'Ball': (236, 236, 236), 'Enemy': (213, 130, 74)}","{'Player_Ball': 118.82760622010359, 'Player_Enemy': 124.90396310766124, 'Ball_Enemy': 6.082762530298219}","{'Player_Ball': 'above', 'Player_Enemy': 'above', 'Ball_Enemy': 'right of'}"
4919,"{'Player': (140, 34), 'Ball': (23, 46), 'Enemy': (16, 47)}","{'Player': (4, 5), 'Ball': (2, 4), 'Enemy': (4, 15)}","{'Player': (140, 34, 4, 5), 'Ball': (23, 46, 2, 4), 'Enemy': (16, 47, 4, 15)}","{'Player': (92, 186, 92), 'Ball': (236, 236, 236), 'Enemy': (213, 130, 74)}","{'Player_Ball': 117.61377470347595, 'Player_Enemy': 124.67958934805648, 'Ball_Enemy': 7.0710678118654755}","{'Player_Ball': 'above', 'Player_Enemy': 'above', 'Ball_Enemy': 'right of'}"
4920,"{'Player': (140, 34), 'Ball': (24, 44), 'Enemy': (16, 45)}","{'Player': (4, 5), 'Ball': (2, 4), 'Enemy': (4, 15)}","{'Player': (140, 34, 4, 5), 'Ball': (24, 44, 2, 4), 'Enemy': (16, 45, 4, 15)}","{'Player': (92, 186, 92), 'Ball': (236, 236, 236), 'Enemy': (213, 130, 74)}","{'Player_Ball': 116.43023662262307, 'Player_Enemy': 124.4869471069156, 'Ball_Enemy': 8.06225774829855}","{'Player_Ball': 'above', 'Player_Enemy': 'above', 'Ball_Enemy': 'right of'}"
4921,"{'Player': (140, 34), 'Ball': (25, 42), 'Enemy': (16, 43)}","{'Player': (4, 5), 'Ball': (2, 4), 'Enemy': (4, 15)}","{'Player': (140, 34, 4, 5), 'Ball': (25, 42, 2, 4), 'Enemy': (16, 43, 4, 15)}","{'Player': (92, 186, 92), 'Ball': (236, 236, 236), 'Enemy': (213, 130, 74)}","{'Player_Ball': 115.27792503337315, 'Player_Enemy': 124.32618388738553, 'Ball_Enemy': 9.055385138137417}","{'Player_Ball': 'above', 'Player_Enemy': 'above', 'Ball_Enemy': 'right of'}"
4922,"{'Player': (140, 34), 'Ball': (26, 40), 'Enemy': (16, 41)}","{'Player': (4, 5), 'Ball': (2, 4), 'Enemy': (4, 15)}","{'Player': (140, 34, 4, 5), 'Ball': (26, 40, 2, 4), 'Enemy': (16, 41, 4, 15)}","{'Player': (92, 186, 92), 'Ball': (236, 236, 236), 'Enemy': (213, 130, 74)}","{'Player_Ball': 114.15778554264269, 'Player_Enemy': 124.19742348374221, 'Ball_Enemy': 10.04987562112089}","{'Player_Ball': 'above', 'Player_Enemy': 'above', 'Ball_Enemy': 'right of'}"
4923,"{'Player': (140, 34), 'Ball': (27, 38), 'Enemy': (16, 39)}","{'Player': (4, 5), 'Ball': (2, 4), 'Enemy': (4, 15)}","{'Player': (140, 34, 4, 5), 'Ball': (27, 38, 2, 4), 'Enemy': (16, 39, 4, 15)}","{'Player': (92, 186, 92), 'Ball': (236, 236, 236), 'Enemy': (213, 130, 74)}","{'Player_Ball': 113.07077429645558, 'Player_Enemy': 124.10076550932311, 'Ball_Enemy': 11.045361017187261}","{'Player_Ball': 'right of', 'Player_Enemy': 'above', 'Ball_Enemy': 'right of'}"
4924,"{'Player': (140, 34), 'Ball': (28, 36), 'Enemy': (16, 37)}","{'Player': (4, 5), 'Ball': (2, 4), 'Enemy': (4, 15)}","{'Player': (140, 34, 4, 5), 'Ball': (28, 36, 2, 4), 'Enemy': (16, 37, 4, 15)}","{'Player': (92, 186, 92), 'Ball': (236, 236, 236), 'Enemy': (213, 130, 74)}","{'Player_Ball': 112.01785571952357, 'Player_Enemy': 124.03628501370073, 'Ball_Enemy': 12.041594578792296}","{'Player_Ball': 'right of', 'Player_Enemy': 'right of', 'Ball_Enemy': 'right of'}"
4925,"{'Player': (140, 34), 'Ball': (29, 34), 'Enemy': (16, 35)}","{'Player': (4, 5), 'Ball': (2, 4), 'Enemy': (4, 15)}","{'Player': (140, 34, 4, 5), 'Ball': (29, 34, 2, 4), 'Enemy': (16, 35, 4, 15)}","{'Player': (92, 186, 92), 'Ball': (236, 236, 236), 'Enemy': (213, 130, 74)}","{'Player_Ball': 111.0, 'Player_Enemy': 124.00403219250575, 'Ball_Enemy': 13.038404810405298}","{'Player_Ball': 'right of', 'Player_Enemy': 'right of', 'Ball_Enemy': 'right of'}"
4926,"{'Player': (140, 34), 'Ball': (30, 32), 'Enemy': (16, 35)}","{'Player': (4, 5), 'Ball': (2, 4), 'Enemy': (4, 15)}","{'Player': (140, 34, 4, 5), 'Ball': (30, 32, 2, 4), 'Enemy': (16, 35, 4, 15)}","{'Player': (92, 186, 92), 'Ball': (236, 236, 236), 'Enemy': (213, 130, 74)}","{'Player_Ball': 110.01818031580054, 'Player_Enemy': 124.00403219250575, 'Ball_Enemy': 14.317821063276353}","{'Player_Ball': 'right of', 'Player_Enemy': 'right of', 'Ball_Enemy': 'right of'}"
4927,"{'Player': (140, 34), 'Ball': (31, 30), 'Enemy': (16, 34)}","{'Player': (4, 5), 'Ball': (2, 4), 'Enemy': (4, 15)}","{'Player': (140, 34, 4, 5), 'Ball': (31, 30, 2, 4), 'Enemy': (16, 34, 4, 15)}","{'Player': (92, 186, 92), 'Ball': (236, 236, 236), 'Enemy': (213, 130, 74)}","{'Player_Ball': 109.07336980216573, 'Player_Enemy': 124.0, 'Ball_Enemy': 15.524174696260024}","{'Player_Ball': 'below', 'Player_Enemy': 'right of', 'Ball_Enemy': 'above'}"
4928,"{'Player': (140, 34), 'Ball': (32, 33), 'Enemy': (16, 34)}","{'Player': (4, 5), 'Ball': (2, 4), 'Enemy': (4, 13)}","{'Player': (140, 34, 4, 5), 'Ball': (32, 33, 2, 4), 'Enemy': (16, 34, 4, 13)}","{'Player': (92, 186, 92), 'Ball': (236, 236, 236), 'Enemy': (213, 130, 74)}","{'Player_Ball': 108.00462953040486, 'Player_Enemy': 124.0, 'Ball_Enemy': 16.0312195418814}","{'Player_Ball': 'right of', 'Player_Enemy': 'right of', 'Ball_Enemy': 'right of'}"
4929,"{'Player': (140, 34), 'Ball': (33, 35), 'Enemy': (16, 34)}","{'Player': (4, 5), 'Ball': (2, 4), 'Enemy': (4, 15)}","{'Player': (140, 34, 4, 5), 'Ball': (33, 35, 2, 4), 'Enemy': (16, 34, 4, 15)}","{'Player': (92, 186, 92), 'Ball': (236, 236, 236), 'Enemy': (213, 130, 74)}","{'Player_Ball': 107.00467279516349, 'Player_Enemy': 124.0, 'Ball_Enemy': 17.029386365926403}","{'Player_Ball': 'right of', 'Player_Enemy': 'right of', 'Ball_Enemy': 'right of'}"
4930,"{'Player': (140, 34), 'Ball': (34, 37), 'Enemy': (16, 35)}","{'Player': (4, 7), 'Ball': (2, 4), 'Enemy': (4, 15)}","{'Player': (140, 34, 4, 7), 'Ball': (34, 37, 2, 4), 'Enemy': (16, 35, 4, 15)}","{'Player': (92, 186, 92), 'Ball': (236, 236, 236), 'Enemy': (213, 130, 74)}","{'Player_Ball': 106.04244433244644, 'Player_Enemy': 124.00403219250575, 'Ball_Enemy': 18.110770276274835}","{'Player_Ball': 'right of', 'Player_Enemy': 'right of', 'Ball_Enemy': 'right of'}"
4931,"{'Player': (140, 34), 'Ball': (35, 39), 'Enemy': (16, 37)}","{'Player': (4, 7), 'Ball': (2, 4), 'Enemy': (4, 15)}","{'Player': (140, 34, 4, 7), 'Ball': (35, 39, 2, 4), 'Enemy': (16, 37, 4, 15)}","{'Player': (92, 186, 92), 'Ball': (236, 236, 236), 'Enemy': (213, 130, 74)}","{'Player_Ball': 105.11898020814318, 'Player_Enemy': 124.03628501370073, 'Ball_Enemy': 19.1049731745428}","{'Player_Ball': 'right of', 'Player_Enemy': 'right of', 'Ball_Enemy': 'right of'}"
4932,"{'Player': (140, 34), 'Ball': (36, 41), 'Enemy': (16, 39)}","{'Player': (4, 6), 'Ball': (2, 4), 'Enemy': (4, 15)}","{'Player': (140, 34, 4, 6), 'Ball': (36, 41, 2, 4), 'Enemy': (16, 39, 4, 15)}","{'Player': (92, 186, 92), 'Ball': (236, 236, 236), 'Enemy': (213, 130, 74)}","{'Player_Ball': 104.23531071570709, 'Player_Enemy': 124.10076550932311, 'Ball_Enemy': 20.09975124224178}","{'Player_Ball': 'above', 'Player_Enemy': 'right of', 'Ball_Enemy': 'right of'}"
4933,"{'Player': (140, 34), 'Ball': (37, 43), 'Enemy': (16, 41)}","{'Player': (4, 6), 'Ball': (2, 4), 'Enemy': (4, 15)}","{'Player': (140, 34, 4, 6), 'Ball': (37, 43, 2, 4), 'Enemy': (16, 41, 4, 15)}","{'Player': (92, 186, 92), 'Ball': (236, 236, 236), 'Enemy': (213, 130, 74)}","{'Player_Ball': 103.39245620450265, 'Player_Enemy': 124.19742348374221, 'Ball_Enemy': 21.095023109728988}","{'Player_Ball': 'above', 'Player_Enemy': 'above', 'Ball_Enemy': 'right of'}"
4934,"{'Player': (140, 34), 'Ball': (38, 45), 'Enemy': (16, 41)}","{'Player': (4, 5), 'Ball': (2, 4), 'Enemy': (4, 15)}","{'Player': (140, 34, 4, 5), 'Ball': (38, 45, 2, 4), 'Enemy': (16, 41, 4, 15)}","{'Player': (92, 186, 92), 'Ball': (236, 236, 236), 'Enemy': (213, 130, 74)}","{'Player_Ball': 102.59142264341595, 'Player_Enemy': 124.19742348374221, 'Ball_Enemy': 22.360679774997898}","{'Player_Ball': 'above', 'Player_Enemy': 'above', 'Ball_Enemy': 'right of'}"
4935,"{'Player': (140, 34), 'Ball': (39, 47), 'Enemy': (16, 43)}","{'Player': (4, 5), 'Ball': (2, 4), 'Enemy': (4, 15)}","{'Player': (140, 34, 4, 5), 'Ball': (39, 47, 2, 4), 'Enemy': (16, 43, 4, 15)}","{'Player': (92, 186, 92), 'Ball': (236, 236, 236), 'Enemy': (213, 130, 74)}","{'Player_Ball': 101.83319694480774, 'Player_Enemy': 124.32618388738553, 'Ball_Enemy': 23.345235059857504}","{'Player_Ball': 'above', 'Player_Enemy': 'above', 'Ball_Enemy': 'right of'}"
4936,"{'Player': (140, 34), 'Ball': (40, 49), 'Enemy': (16, 45)}","{'Player': (4, 7), 'Ball': (2, 4), 'Enemy': (4, 15)}","{'Player': (140, 34, 4, 7), 'Ball': (40, 49, 2, 4), 'Enemy': (16, 45, 4, 15)}","{'Player': (92, 186, 92), 'Ball': (236, 236, 236), 'Enemy': (213, 130, 74)}","{'Player_Ball': 101.11874208078342, 'Player_Enemy': 124.4869471069156, 'Ball_Enemy': 24.331050121192877}","{'Player_Ball': 'above', 'Player_Enemy': 'above', 'Ball_Enemy': 'right of'}"
4937,"{'Player': (140, 34), 'Ball': (41, 51), 'Enemy': (16, 47)}","{'Player': (4, 7), 'Ball': (2, 4), 'Enemy': (4, 15)}","{'Player': (140, 34, 4, 7), 'Ball': (41, 51, 2, 4), 'Enemy': (16, 47, 4, 15)}","{'Player': (92, 186, 92), 'Ball': (236, 236, 236), 'Enemy': (213, 130, 74)}","{'Player_Ball': 100.44899203078147, 'Player_Enemy': 124.67958934805648, 'Ball_Enemy': 25.317977802344327}","{'Player_Ball': 'above', 'Player_Enemy': 'above', 'Ball_Enemy': 'right of'}"
4938,"{'Player': (140, 34), 'Ball': (42, 53), 'Enemy': (16, 49)}","{'Player': (4, 8), 'Ball': (2, 4), 'Enemy': (4, 15)}","{'Player': (140, 34, 4, 8), 'Ball': (42, 53, 2, 4), 'Enemy': (16, 49, 4, 15)}","{'Player': (92, 186, 92), 'Ball': (236, 236, 236), 'Enemy': (213, 130, 74)}","{'Player_Ball': 99.82484660644363, 'Player_Enemy': 124.90396310766124, 'Ball_Enemy': 26.30589287593181}","{'Player_Ball': 'above', 'Player_Enemy': 'above', 'Ball_Enemy': 'right of'}"
4939,"{'Player': (140, 34), 'Ball': (43, 55), 'Enemy': (16, 51)}","{'Player': (4, 8), 'Ball': (2, 4), 'Enemy': (4, 15)}","{'Player': (140, 34, 4, 8), 'Ball': (43, 55, 2, 4), 'Enemy': (16, 51, 4, 15)}","{'Player': (92, 186, 92), 'Ball': (236, 236, 236), 'Enemy': (213, 130, 74)}","{'Player_Ball': 99.24716620639605, 'Player_Enemy': 125.15989773086265, 'Ball_Enemy': 27.294688127912362}","{'Player_Ball': 'above', 'Player_Enemy': 'above', 'Ball_Enemy': 'right of'}"
4940,"{'Player': (140, 34), 'Ball': (44, 57), 'Enemy': (16, 53)}","{'Player': (4, 11), 'Ball': (2, 4), 'Enemy': (4, 15)}","{'Player': (140, 34, 4, 11), 'Ball': (44, 57, 2, 4), 'Enemy': (16, 53, 4, 15)}","{'Player': (92, 186, 92), 'Ball': (236, 236, 236), 'Enemy': (213, 130, 74)}","{'Player_Ball': 98.71676655968832, 'Player_Enemy': 125.44720004846661, 'Ball_Enemy': 28.284271247461902}","{'Player_Ball': 'above', 'Player_Enemy': 'above', 'Ball_Enemy': 'right of'}"
4941,"{'Player': (140, 34), 'Ball': (45, 59), 'Enemy': (16, 55)}","{'Player': (4, 11), 'Ball': (2, 4), 'Enemy': (4, 15)}","{'Player': (140, 34, 4, 11), 'Ball': (45, 59, 2, 4), 'Enemy': (16, 55, 4, 15)}","{'Player': (92, 186, 92), 'Ball': (236, 236, 236), 'Enemy': (213, 130, 74)}","{'Player_Ball': 98.2344135219425, 'Player_Enemy': 125.76565508913791, 'Ball_Enemy': 29.274562336608895}","{'Player_Ball': 'above', 'Player_Enemy': 'above', 'Ball_Enemy': 'right of'}"
4942,"{'Player': (140, 34), 'Ball': (46, 61), 'Enemy': (16, 55)}","{'Player': (4, 13), 'Ball': (2, 4), 'Enemy': (4, 15)}","{'Player': (140, 34, 4, 13), 'Ball': (46, 61, 2, 4), 'Enemy': (16, 55, 4, 15)}","{'Player': (92, 186, 92), 'Ball': (236, 236, 236), 'Enemy': (213, 130, 74)}","{'Player_Ball': 97.8008179924892, 'Player_Enemy': 125.76565508913791, 'Ball_Enemy': 30.59411708155671}","{'Player_Ball': 'above', 'Player_Enemy': 'above', 'Ball_Enemy': 'right of'}"
4943,"{'Player': (140, 34), 'Ball': (47, 63), 'Enemy': (16, 57)}","{'Player': (4, 13), 'Ball': (2, 4), 'Enemy': (4, 15)}","{'Player': (140, 34, 4, 13), 'Ball': (47, 63, 2, 4), 'Enemy': (16, 57, 4, 15)}","{'Player': (92, 186, 92), 'Ball': (236, 236, 236), 'Enemy': (213, 130, 74)}","{'Player_Ball': 97.41663102366043, 'Player_Enemy': 126.11502686040232, 'Ball_Enemy': 31.575306807693888}","{'Player_Ball': 'above', 'Player_Enemy': 'above', 'Ball_Enemy': 'right of'}"
4944,"{'Player': (140, 34), 'Ball': (48, 65), 'Enemy': (16, 59)}","{'Player': (4, 11), 'Ball': (2, 4), 'Enemy': (4, 15)}","{'Player': (140, 34, 4, 11), 'Ball': (48, 65, 2, 4), 'Enemy': (16, 59, 4, 15)}","{'Player': (92, 186, 92), 'Ball': (236, 236, 236), 'Enemy': (213, 130, 74)}","{'Player_Ball': 97.082439194738, 'Player_Enemy': 126.49505919204908, 'Ball_Enemy': 32.55764119219941}","{'Player_Ball': 'above', 'Player_Enemy': 'above', 'Ball_Enemy': 'right of'}"
4945,"{'Player': (140, 34), 'Ball': (49, 67), 'Enemy': (16, 61)}","{'Player': (4, 11), 'Ball': (2, 4), 'Enemy': (4, 15)}","{'Player': (140, 34, 4, 11), 'Ball': (49, 67, 2, 4), 'Enemy': (16, 61, 4, 15)}","{'Player': (92, 186, 92), 'Ball': (236, 236, 236), 'Enemy': (213, 130, 74)}","{'Player_Ball': 96.79876032264049, 'Player_Enemy': 126.90547663517127, 'Ball_Enemy': 33.54101966249684}","{'Player_Ball': 'above', 'Player_Enemy': 'above', 'Ball_Enemy': 'right of'}"
4946,"{'Player': (140, 34), 'Ball': (50, 69), 'Enemy': (16, 63)}","{'Player': (4, 8), 'Ball': (2, 4), 'Enemy': (4, 15)}","{'Player': (140, 34, 4, 8), 'Ball': (50, 69, 2, 4), 'Enemy': (16, 63, 4, 15)}","{'Player': (92, 186, 92), 'Ball': (236, 236, 236), 'Enemy': (213, 130, 74)}","{'Player_Ball': 96.56603957913983, 'Player_Enemy': 127.3459854098275, 'Ball_Enemy': 34.52535300326414}","{'Player_Ball': 'above', 'Player_Enemy': 'above', 'Ball_Enemy': 'right of'}"
4947,"{'Player': (140, 34), 'Ball': (51, 71), 'Enemy': (16, 65)}","{'Player': (4, 8), 'Ball': (2, 4), 'Enemy': (4, 15)}","{'Player': (140, 34, 4, 8), 'Ball': (51, 71, 2, 4), 'Enemy': (16, 65, 4, 15)}","{'Player': (92, 186, 92), 'Ball': (236, 236, 236), 'Enemy': (213, 130, 74)}","{'Player_Ball': 96.38464608017192, 'Player_Enemy': 127.81627439414747, 'Ball_Enemy': 35.510561809129406}","{'Player_Ball': 'above', 'Player_Enemy': 'above', 'Ball_Enemy': 'right of'}"
4948,"{'Player': (140, 34), 'Ball': (52, 73), 'Enemy': (16, 67)}","{'Player': (4, 6), 'Ball': (2, 4), 'Enemy': (4, 15)}","{'Player': (140, 34, 4, 6), 'Ball': (52, 73, 2, 4), 'Enemy': (16, 67, 4, 15)}","{'Player': (92, 186, 92), 'Ball': (236, 236, 236), 'Enemy': (213, 130, 74)}","{'Player_Ball': 96.25487000666512, 'Player_Enemy': 128.3160161476345, 'Ball_Enemy': 36.49657518178932}","{'Player_Ball': 'above', 'Player_Enemy': 'above', 'Ball_Enemy': 'right of'}"
4949,"{'Player': (140, 34), 'Ball': (53, 75), 'Enemy': (16, 69)}","{'Player': (4, 6), 'Ball': (2, 4), 'Enemy': (4, 15)}","{'Player': (140, 34, 4, 6), 'Ball': (53, 75, 2, 4), 'Enemy': (16, 69, 4, 15)}","{'Player': (92, 186, 92), 'Ball': (236, 236, 236), 'Enemy': (213, 130, 74)}","{'Player_Ball': 96.17692030835673, 'Player_Enemy': 128.84486796143648, 'Ball_Enemy': 37.48332962798263}","{'Player_Ball': 'above', 'Player_Enemy': 'above', 'Ball_Enemy': 'right of'}"
